,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0,0021500930,1610612760,OKC,Oklahoma City,201142,Kevin Durant,Kevin,F,,40.000000:16,102.1,102.3,94.3,94.0,7.8,8.3,0.421,1.6,23.5,0.025,0.24,0.144,14.7,0.571,0.73,0.255,0.262,100.63,100.73,83.94,86,0.27
1,0021500930,1610612760,OKC,Oklahoma City,201586,Serge Ibaka,Serge,F,,35.000000:28,101.5,104.1,87.5,85.3,14.0,18.7,0.0,0.0,0.0,0.026,0.047,0.037,12.5,0.458,0.472,0.182,0.182,100.8,100.83,84.02,74,0.031
2,0021500930,1610612760,OKC,Oklahoma City,203500,Steven Adams,Steven,C,,28.000000:13,100.9,101.7,78.9,78.3,22.1,23.4,0.333,4.0,20.0,0.172,0.111,0.138,5.0,0.462,0.474,0.229,0.234,101.24,101.2,84.34,59,0.139
3,0021500930,1610612760,OKC,Oklahoma City,203460,Andre Roberson,Andre,G,,10.000000:06,113.4,100.0,84.4,79.2,29.0,20.8,0.0,0.0,0.0,0.0,0.188,0.125,0.0,0.75,0.75,0.087,0.098,99.64,109.34,91.12,22,0.052
4,0021500930,1610612760,OKC,Oklahoma City,201566,Russell Westbrook,Russell,G,,38.000000:50,104.0,107.5,88.1,88.8,15.8,18.8,0.478,1.57,36.7,0.049,0.17,0.114,23.3,0.5,0.633,0.2,0.201,100.91,98.88,82.4,80,0.148
5,0021500930,1610612760,OKC,Oklahoma City,202713,Kyle Singler,Kyle,,,23.000000:13,100.2,108.3,101.5,106.5,-1.3,1.8,0.0,0.0,0.0,0.0,0.038,0.02,12.5,0.429,0.47,0.138,0.141,103.58,97.17,80.98,48,0.038
6,0021500930,1610612760,OKC,Oklahoma City,203079,Dion Waiters,Dion,,,28.000000:54,86.2,90.0,100.5,103.4,-14.4,-13.4,0.125,1.0,16.7,0.0,0.088,0.047,16.7,0.125,0.125,0.143,0.146,101.61,97.99,81.66,60,-0.049
7,0021500930,1610612760,OKC,Oklahoma City,200751,Randy Foye,Randy,,,15.000000:27,112.3,111.8,141.9,145.2,-29.6,-33.4,0.154,2.0,28.6,0.063,0.0,0.03,14.3,0.0,0.0,0.119,0.122,101.84,100.97,84.14,34,-0.068
8,0021500930,1610612760,OKC,Oklahoma City,202683,Enes Freedom,Enes,,,19.000000:30,98.3,105.1,124.2,130.6,-25.9,-25.4,0.0,0.0,0.0,0.211,0.381,0.3,15.4,0.778,0.804,0.277,0.278,97.93,92.32,76.93,39,0.288
9,0021500930,1610612760,OKC,Oklahoma City,201627,Anthony Morrow,Anthony,,,0.000000:03,227.3,200.0,0.0,0.0,227.3,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.77,464.52,387.1,1,0.0
10,0021500930,1610612760,OKC,Oklahoma City,2555,Nick Collison,Nick,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
11,0021500930,1610612760,OKC,Oklahoma City,1737,Nazr Mohammed,Nazr,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
