,Unnamed: 0,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING
19,19,2005-06,2046,Desmond Mason,Desmond,1610612740,NOK,New Orleans/Oklahoma City Hornets,20501229,2006-04-19T00:00:00,NOK @ LAL,L,33.333333333333336,5,11,0.455,0,0,0.0,2,4,0.5,2,1,3,3,4,0,0,1,2,3,12,-19,16.1,0,0,18.0,1,12351,12351,12351,6711,5946,6065,11152,7578,12302,7578,7176,5061,10705,3640,15938,11707,5042,869,11222,7293,16481,8919,5846,7653,24128,13244,1992,38,11033,,33:20,
552,552,2005-06,2046,Desmond Mason,Desmond,1610612740,NOK,New Orleans/Oklahoma City Hornets,20501210,2006-04-17T00:00:00,NOK @ PHX,L,24.0,4,9,0.444,0,0,0.0,2,2,1.0,2,4,6,0,1,0,0,0,5,5,10,-14,16.2,0,0,16.0,1,12351,12351,12351,12682,8028,8454,11464,7578,12302,7578,7176,8930,1,3640,5734,5103,16528,9311,11222,7293,1,22646,2412,9461,22855,13181,1992,38,12400,,24:00,
621,621,2005-06,2046,Desmond Mason,Desmond,1610612740,NOK,New Orleans/Oklahoma City Hornets,20501202,2006-04-16T00:00:00,NOK @ SAC,L,25.066666666666663,3,11,0.273,0,0,0.0,2,2,1.0,0,2,2,1,1,1,0,1,3,3,8,-6,13.9,0,0,13.0,1,12351,12351,12351,11967,10557,6065,18134,7578,12302,7578,7176,8930,1,13441,11825,14874,11103,9311,4297,7293,16481,14480,5846,11481,17873,14678,1992,38,14404,,25:04,
1072,1072,2005-06,2046,Desmond Mason,Desmond,1610612740,NOK,New Orleans/Oklahoma City Hornets,20501183,2006-04-14T00:00:00,NOK vs. UTA,L,32.86833333333333,4,9,0.444,0,0,0.0,5,6,0.833,0,1,1,0,0,1,1,3,2,4,13,-3,20.2,0,0,18.0,1,12351,12351,12351,6983,8028,8454,11464,7578,12302,7578,2351,2690,6536,13441,15938,18232,16528,16515,4297,2547,24347,8919,3801,6899,14933,10679,1992,38,11033,,32:52,
1198,1198,2005-06,2046,Desmond Mason,Desmond,1610612740,NOK,New Orleans/Oklahoma City Hornets,20501169,2006-04-12T00:00:00,NOK vs. SEA,W,33.81666666666667,7,17,0.412,0,0,0.0,3,4,0.75,4,6,10,1,4,1,0,3,2,5,17,-3,29.5,1,0,30.0,1,1,1,1,6424,2964,1766,13050,7578,12302,7578,5130,5061,7652,851,2553,1488,11103,869,4297,7293,24347,8919,2412,4250,14933,5842,1,38,4800,,33:49,
1643,1643,2005-06,2046,Desmond Mason,Desmond,1610612740,NOK,New Orleans/Oklahoma City Hornets,20501152,2006-04-10T00:00:00,NOK vs. CLE,L,23.725,2,9,0.222,0,0,0.0,2,6,0.333,2,2,4,1,1,1,0,0,2,3,6,-9,14.3,0,0,13.0,1,12351,12351,12351,12878,13489,8454,19316,7578,12302,7578,7176,2690,13767,3640,11825,9040,11103,9311,4297,7293,1,8919,5846,13691,20322,14416,1992,38,14404,,23:44,
1932,1932,2005-06,2046,Desmond Mason,Desmond,1610612740,NOK,New Orleans/Oklahoma City Hornets,20501136,2006-04-08T00:00:00,NOK @ DAL,L,25.666666666666668,3,7,0.429,0,0,0.0,1,2,0.5,1,1,2,1,0,1,0,0,1,4,7,-15,13.9,0,0,12.0,1,12351,12351,12351,11591,10557,11259,12058,7578,12302,7578,11009,8930,10705,7065,15938,14874,11103,16515,4297,7293,1,3753,3801,12783,23219,14678,1992,38,15153,,25:40,
2184,2184,2005-06,2046,Desmond Mason,Desmond,1610612740,NOK,New Orleans/Oklahoma City Hornets,20501126,2006-04-07T00:00:00,NOK vs. TOR,W,21.35,2,6,0.333,0,0,0.0,2,4,0.5,0,4,4,3,1,0,0,1,2,6,6,1,14.3,0,0,13.0,1,1,1,1,14437,13489,12829,15463,7578,12302,7578,7176,5061,10705,13441,5734,9040,5042,9311,11222,7293,16481,8919,1489,13691,10279,14416,1992,38,14404,,21:21,
5770,5770,2005-06,2046,Desmond Mason,Desmond,1610612740,NOK,New Orleans/Oklahoma City Hornets,20500947,2006-03-14T00:00:00,NOK @ SAS,L,0.8333333333333334,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2,0.0,0,0,0.0,1,12351,12351,12351,24601,20684,21518,20684,7578,12302,7578,14328,15206,14328,13441,20590,21766,16528,16515,11222,7293,1,1,18429,21594,13726,23758,1992,38,23819,,0:50,
6046,6046,2005-06,2046,Desmond Mason,Desmond,1610612740,NOK,New Orleans/Oklahoma City Hornets,20500933,2006-03-12T00:00:00,NOK vs. NJN,L,32.733333333333334,3,14,0.214,0,0,0.0,5,8,0.625,1,2,3,1,1,2,0,0,1,6,11,-15,21.1,0,0,19.0,1,12351,12351,12351,7067,10557,3443,19470,7578,12302,7578,2351,1413,10118,7065,11825,11707,11103,9311,1475,7293,1,3753,1489,8584,23219,10166,1992,38,10446,,32:44,
