,Unnamed: 0.1,Unnamed: 0_left,SEASON_YEAR,PLAYER_ID_left,PLAYER_NAME_left,NICKNAME_left,TEAM_ID_left,TEAM_ABBREVIATION_left,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN_left,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,Unnamed: 0
0,9,9,2022-23,1630699,MarJon Beauchamp,MarJon,1610612749,MIL,Milwaukee Bucks,22201221,2023-04-09T00:00:00,MIL @ TOR,L,30.233333333333334,4,10,0.4,2,5,0.4,0,0,0.0,0,6,6,4,2,0,0,1,2,0,10,6,21.2,0,0,22.0,1,12947,12947,12947,7928,9586,8199,15218,4226,5510,7498,13851,14660,13851,13272,2868,5308,4531,4399,11790,7930,17468,11553,17928,11243,6694,11856,2163,120,10568,1,30:14,,1610612749,MIL,Milwaukee,1630699,MarJon Beauchamp,MarJon,G,,30.000000:14,124.1,118.8,112.2,114.8,11.9,4.0,0.19,2.0,25.0,0.0,0.182,0.1,12.5,0.5,0.5,0.171,0.178,98.15,99.23,82.69,64,0.07,3.0
1,559,559,2022-23,1630699,MarJon Beauchamp,MarJon,1610612749,MIL,Milwaukee Bucks,22201208,2023-04-07T00:00:00,MIL vs. MEM,L,43.071666666666665,3,12,0.25,3,8,0.375,4,4,1.0,1,5,6,4,3,2,2,1,2,3,13,-18,35.2,0,0,34.0,1,12947,12947,12947,172,12366,6023,20392,2120,1659,8355,3075,4303,1,6448,4379,5308,4531,2046,1343,751,17468,11553,4788,8465,24536,4723,2163,120,4558,1,43:04,,1610612749,MIL,Milwaukee,1630699,MarJon Beauchamp,MarJon,F,,43.000000:04,108.7,109.7,133.9,130.4,-25.2,-20.8,0.118,1.33,19.0,0.023,0.128,0.072,14.3,0.375,0.472,0.162,0.165,102.21,103.08,85.9,93,0.054,12.0
2,786,786,2022-23,1630699,MarJon Beauchamp,MarJon,1610612749,MIL,Milwaukee Bucks,22201193,2023-04-05T00:00:00,MIL vs. CHI,W,0.6633333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-3,0.0,0,0,0.0,1,1,1,1,25783,22559,24678,22559,14184,20319,14184,13851,14660,13851,13272,22091,23082,19186,16367,11790,7930,1,1,17928,23116,15240,24963,2163,120,25002,1,0:40,,1610612749,MIL,Milwaukee,1630699,MarJon Beauchamp,MarJon,,,0.000000:40,0.0,0.0,300.0,150.0,-300.0,-150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.36,108.54,90.45,1,0.0,24.0
3,1003,1003,2022-23,1630699,MarJon Beauchamp,MarJon,1610612749,MIL,Milwaukee Bucks,22201179,2023-04-04T00:00:00,MIL @ WAS,W,13.291666666666666,2,4,0.5,1,3,0.333,0,0,0.0,1,0,1,0,0,0,0,0,3,0,5,-8,6.2,0,0,7.0,1,1,1,1,20454,15467,17860,9075,8083,10172,8680,13851,14660,13851,6448,22091,19709,19186,16367,11790,7930,1,17563,17928,17251,19762,21645,2163,120,20760,1,13:18,,1610612749,MIL,Milwaukee,1630699,MarJon Beauchamp,MarJon,,,13.000000:18,133.5,132.3,168.5,158.1,-35.0,-25.8,0.0,0.0,0.0,0.059,0.0,0.038,0.0,0.625,0.625,0.108,0.112,107.98,111.95,93.29,31,0.006,9.0
4,1283,1283,2022-23,1630699,MarJon Beauchamp,MarJon,1610612749,MIL,Milwaukee Bucks,22201174,2023-04-02T00:00:00,MIL vs. PHI,W,1.4333333333333331,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,-6,1.2,0,0,1.0,1,1,1,1,25549,22559,24678,22559,14184,20319,14184,13851,14660,13851,6448,22091,19709,19186,16367,11790,7930,1,5181,17928,23116,18185,24482,2163,120,24441,1,1:26,,1610612749,MIL,Milwaukee,1630699,MarJon Beauchamp,MarJon,,,1.000000:26,0.0,0.0,135.1,150.0,-135.1,-150.0,0.0,0.0,0.0,0.333,0.0,0.2,0.0,0.0,0.0,0.0,0.0,124.58,133.95,111.63,4,-0.143,26.0
5,1762,1762,2022-23,1630699,MarJon Beauchamp,MarJon,1610612749,MIL,Milwaukee Bucks,22201146,2023-03-30T00:00:00,MIL vs. BOS,L,10.233333333333333,1,3,0.333,1,2,0.5,0,0,0.0,1,2,3,0,1,1,0,0,1,1,3,1,8.6,0,0,9.0,1,12947,12947,12947,21980,18953,19669,17586,8083,13286,3861,13851,14660,13851,6448,13188,12567,19186,8897,4306,7930,1,5181,11862,19811,11018,20216,2163,120,19461,1,10:14,,1610612749,MIL,Milwaukee,1630699,MarJon Beauchamp,MarJon,,,10.000000:14,117.1,109.5,106.6,110.0,10.5,-0.5,0.0,0.0,0.0,0.1,0.2,0.15,25.0,0.5,0.5,0.182,0.194,94.47,96.16,80.13,21,0.068,23.0
6,1894,1894,2022-23,1630699,MarJon Beauchamp,MarJon,1610612749,MIL,Milwaukee Bucks,22201136,2023-03-29T00:00:00,MIL @ IND,W,2.2333333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,2,0,1,0,0,0,0,-6,2.2,0,0,3.0,1,1,1,1,25165,22559,24678,22559,14184,20319,14184,13851,14660,13851,13272,17626,19709,19186,4399,11790,2381,1,1,17928,23116,18185,24000,2163,120,23300,1,2:14,,1610612749,MIL,Milwaukee,1630699,MarJon Beauchamp,MarJon,,,2.000000:14,0.0,0.0,93.2,85.7,-93.2,-85.7,0.0,0.0,0.0,0.0,0.25,0.2,100.0,0.0,0.0,0.333,0.333,133.68,139.7,116.42,6,-0.333,11.0
7,2576,2576,2022-23,1630699,MarJon Beauchamp,MarJon,1610612749,MIL,Milwaukee Bucks,22201109,2023-03-25T00:00:00,MIL @ DEN,L,5.9,2,2,1.0,1,1,1.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,5,-3,6.2,0,0,7.0,1,12947,12947,12947,23558,15467,21404,1,8083,16669,1,13851,14660,13851,13272,17626,19709,19186,16367,11790,7930,1,1,17928,17251,15240,21645,2163,120,20760,1,5:54,,1610612749,MIL,Milwaukee,1630699,MarJon Beauchamp,MarJon,,,5.000000:54,127.6,115.4,146.1,138.5,-18.6,-23.1,0.0,0.0,0.0,0.0,0.2,0.111,0.0,1.25,1.25,0.143,0.157,97.95,105.76,88.14,13,0.179,10.0
8,2757,2757,2022-23,1630699,MarJon Beauchamp,MarJon,1610612749,MIL,Milwaukee Bucks,22201102,2023-03-24T00:00:00,MIL @ UTA,W,9.933333333333334,2,4,0.5,0,2,0.0,0,0,0.0,0,2,2,1,0,0,0,0,2,0,4,-3,7.9,0,0,7.0,1,1,1,1,22086,15467,17860,9075,14184,13286,14184,13851,14660,13851,13272,13188,16055,13459,16367,11790,7930,1,11553,17928,18472,15240,20644,2163,120,20760,1,9:56,,1610612749,MIL,Milwaukee,1630699,MarJon Beauchamp,MarJon,,,9.000000:56,110.2,109.5,117.8,123.8,-7.6,-14.3,0.125,0.0,20.0,0.0,0.125,0.083,0.0,0.5,0.5,0.19,0.192,103.8,101.48,84.56,21,0.067,10.0
9,3065,3065,2022-23,1630699,MarJon Beauchamp,MarJon,1610612749,MIL,Milwaukee Bucks,22201089,2023-03-22T00:00:00,MIL vs. SAS,W,6.2,2,2,1.0,1,1,1.0,2,4,0.5,0,2,2,0,0,0,0,0,0,2,7,11,9.4,0,0,10.0,1,1,1,1,23445,15467,21404,1,8083,16669,1,6620,4303,10976,13272,13188,16055,19186,16367,11790,7930,1,1,7612,14745,3754,19721,2163,120,18804,1,6:12,,1610612749,MIL,Milwaukee,1630699,MarJon Beauchamp,MarJon,,,6.000000:12,148.9,146.2,68.0,66.7,80.9,79.5,0.0,0.0,0.0,0.0,0.2,0.133,0.0,1.25,0.931,0.25,0.271,94.92,96.77,80.65,13,0.341,23.0
