,Unnamed: 0.1,Unnamed: 0_left,SEASON_YEAR,PLAYER_ID_left,PLAYER_NAME_left,NICKNAME_left,TEAM_ID_left,TEAM_ABBREVIATION_left,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN_left,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,Unnamed: 0
0,358,358,2017-18,202694,Marcus Morris Sr.,Marcus,1610612738,BOS,Boston Celtics,21701215,2018-04-10T00:00:00,BOS @ WAS,L,23.383333333333333,2,10,0.2,0,4,0.0,2,2,1.0,0,3,3,1,2,0,0,0,0,1,6,-8,9.1,0,0,10.0,1,13054,13054,13054,13198,15444,7776,21382,12784,6151,12784,5999,7582,1,12711,9682,12541,12861,4386,12224,8133,1,1,12172,15609,19948,20099,2016,109,18828,1.0,23:23,,1610612738,BOS,Boston,202694,Marcus Morris Sr.,Marcus,,,23.000000:23,88.9,84.6,108.4,104.0,-19.5,-19.4,0.083,0.5,7.1,0.0,0.136,0.057,14.3,0.2,0.276,0.21,0.226,100.01,104.69,87.24,52,0.0,5.0
1,943,943,2017-18,202694,Marcus Morris Sr.,Marcus,1610612738,BOS,Boston Celtics,21701185,2018-04-06T00:00:00,BOS vs. CHI,W,25.55666666666667,6,12,0.5,0,3,0.0,0,2,0.0,0,1,1,3,0,2,0,0,0,1,12,9,23.7,0,0,20.0,1,1,1,1,11226,4530,5302,8363,12784,8645,12784,13731,7582,13731,12711,17844,19703,5723,16820,1511,8133,1,1,12172,8469,4713,9537,2016,109,11144,1.0,25:33,,1610612738,BOS,Boston,202694,Marcus Morris Sr.,Marcus,F,,25.000000:33,112.4,111.1,99.2,96.2,13.1,14.9,0.167,0.0,18.8,0.0,0.037,0.019,0.0,0.5,0.466,0.22,0.223,98.42,100.48,83.74,54,0.094,12.0
2,1280,1280,2017-18,202694,Marcus Morris Sr.,Marcus,1610612738,BOS,Boston Celtics,21701171,2018-04-04T00:00:00,BOS @ TOR,L,34.25,7,14,0.5,1,4,0.25,6,7,0.857,0,5,5,0,5,1,0,0,2,5,21,-6,25.0,0,0,29.0,1,13054,13054,13054,3699,3042,3550,8363,6911,6151,10398,1000,1293,7039,12711,4562,7090,18867,360,4599,8133,1,11691,1543,2420,18335,8729,2016,109,5644,1.0,34:15,,1610612738,BOS,Boston,202694,Marcus Morris Sr.,Marcus,,,34.000000:15,89.7,91.3,99.3,103.0,-9.6,-11.7,0.0,0.0,0.0,0.0,0.139,0.071,22.7,0.536,0.615,0.282,0.289,97.93,95.3,79.42,69,0.119,6.0
3,1492,1492,2017-18,202694,Marcus Morris Sr.,Marcus,1610612738,BOS,Boston Celtics,21701162,2018-04-03T00:00:00,BOS @ MIL,L,33.016666666666666,4,16,0.25,1,6,0.167,4,5,0.8,0,3,3,3,5,1,0,1,3,2,13,-11,19.1,0,0,22.0,1,13054,13054,13054,4661,9019,2186,20170,6911,2684,12270,2516,2744,7608,12711,9682,12541,5723,360,4599,8133,17404,17900,7539,7521,22023,12700,2016,109,9733,1.0,33:01,,1610612738,BOS,Boston,202694,Marcus Morris Sr.,Marcus,,,33.000000:01,97.9,97.1,118.4,111.3,-20.5,-14.1,0.136,0.6,11.5,0.0,0.103,0.052,19.2,0.281,0.357,0.307,0.309,99.0,102.49,85.41,70,-0.008,6.0
4,1881,1881,2017-18,202694,Marcus Morris Sr.,Marcus,1610612738,BOS,Boston Celtics,21701140,2018-03-31T00:00:00,BOS vs. TOR,W,34.76833333333333,7,15,0.467,1,4,0.25,10,11,0.909,0,9,9,3,1,0,2,0,2,8,25,21,45.3,0,0,42.0,1,1,1,1,3277,3042,2788,11946,6911,6151,10398,170,262,6732,12711,871,2084,5723,9095,12224,803,1,11691,260,1245,840,1404,2016,109,1536,1.0,34:46,,1610612738,BOS,Boston,202694,Marcus Morris Sr.,Marcus,,,34.000000:46,121.4,122.5,96.8,97.1,24.5,25.5,0.125,3.0,12.5,0.0,0.273,0.134,4.2,0.5,0.63,0.263,0.274,96.53,95.95,79.96,71,0.2,17.0
5,2622,2622,2017-18,202694,Marcus Morris Sr.,Marcus,1610612738,BOS,Boston Celtics,21701107,2018-03-26T00:00:00,BOS @ PHX,W,23.15,6,8,0.75,3,4,0.75,5,5,1.0,0,3,3,1,0,0,0,0,0,3,20,9,25.1,0,0,27.0,1,1,1,1,13392,4530,10961,1914,1558,6151,1662,1627,2744,1,12711,9682,12541,12861,16820,12224,8133,1,1,4452,2855,4713,8657,2016,109,6662,1.0,23:09,,1610612738,BOS,Boston,202694,Marcus Morris Sr.,Marcus,,,23.000000:09,104.0,104.2,83.2,87.2,20.8,16.9,0.083,0.0,9.1,0.0,0.1,0.055,0.0,0.938,0.98,0.182,0.188,100.93,98.49,82.07,48,0.286,5.0
6,3039,3039,2017-18,202694,Marcus Morris Sr.,Marcus,1610612738,BOS,Boston Celtics,21701086,2018-03-23T00:00:00,BOS @ POR,W,34.766666666666666,9,13,0.692,5,6,0.833,7,7,1.0,1,1,2,0,1,0,0,1,4,5,30,-1,31.4,0,0,37.0,1,1,1,1,3278,1220,4341,2981,282,2684,1509,658,1293,1,5905,17844,16012,18867,9095,12224,8133,17404,22329,1543,505,13246,5307,2016,109,2651,1.0,34:46,,1610612738,BOS,Boston,202694,Marcus Morris Sr.,Marcus,F,,34.000000:46,111.3,108.7,107.3,107.0,4.1,1.7,0.0,0.0,0.0,0.034,0.028,0.031,5.9,0.885,0.933,0.23,0.235,95.4,96.64,80.54,69,0.162,0.0
7,3524,3524,2017-18,202694,Marcus Morris Sr.,Marcus,1610612738,BOS,Boston Celtics,21701059,2018-03-20T00:00:00,BOS vs. OKC,W,30.4,8,13,0.615,3,6,0.5,2,2,1.0,0,4,4,0,2,1,0,0,3,2,21,-15,26.8,0,0,30.0,1,1,1,1,6893,1983,4341,5082,1558,2684,3791,5999,7582,1,12711,6671,9561,18867,4386,4599,8133,1,17900,7539,2420,23882,7655,2016,109,5181,1.0,30:24,,1610612738,BOS,Boston,202694,Marcus Morris Sr.,Marcus,F,,30.000000:24,93.1,94.0,110.2,114.7,-17.1,-20.7,0.0,0.0,0.0,0.0,0.103,0.062,12.5,0.731,0.756,0.232,0.233,109.26,106.58,88.82,67,0.138,13.0
8,3907,3907,2017-18,202694,Marcus Morris Sr.,Marcus,1610612738,BOS,Boston Celtics,21701047,2018-03-18T00:00:00,BOS @ NOP,L,29.766666666666666,5,14,0.357,2,4,0.5,5,7,0.714,1,5,6,0,0,1,0,0,2,3,17,-19,27.2,0,0,27.0,1,13054,13054,13054,7448,6480,3550,16818,3481,6151,3791,1627,1293,9138,5905,4562,5255,18867,16820,4599,8133,1,11691,4452,4436,25017,7429,2016,109,6662,1.0,29:46,,1610612738,BOS,Boston,202694,Marcus Morris Sr.,Marcus,F,,29.000000:46,96.1,98.3,125.1,130.0,-29.0,-31.7,0.0,0.0,0.0,0.026,0.208,0.095,0.0,0.429,0.498,0.246,0.245,99.78,96.75,80.63,60,0.083,0.0
9,4257,4257,2017-18,202694,Marcus Morris Sr.,Marcus,1610612738,BOS,Boston Celtics,21701029,2018-03-16T00:00:00,BOS @ ORL,W,33.06666666666667,4,15,0.267,1,5,0.2,0,0,0.0,2,9,11,2,1,1,0,2,2,0,9,10,27.2,0,0,25.0,1,1,1,1,4625,9019,2788,20099,6911,4175,11622,13731,14642,13731,2736,871,1051,8497,9095,4599,8133,23707,11691,18674,11916,4191,7429,2016,109,7801,1.0,33:04,,1610612738,BOS,Boston,202694,Marcus Morris Sr.,Marcus,F,,33.000000:04,91.5,87.9,70.4,75.0,21.1,12.9,0.111,2.0,11.1,0.047,0.22,0.131,5.6,0.3,0.3,0.198,0.212,95.52,94.35,78.63,66,0.107,0.0
