,Unnamed: 0.1,Unnamed: 0_left,SEASON_YEAR,PLAYER_ID_left,PLAYER_NAME_left,NICKNAME_left,TEAM_ID_left,TEAM_ABBREVIATION_left,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN_left,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,Unnamed: 0
0,251,251,2017-18,1626155,Sam Dekker,Sam,1610612746,LAC,LA Clippers,21701228,2018-04-11T00:00:00,LAC vs. LAL,L,24.35333333333333,5,6,0.833,0,0,0.0,0,1,0.0,1,7,8,1,2,1,0,0,3,2,10,9,22.1,0,0,21.0,1,13054,13054,13054,12319,6480,14536,1301,12784,18958,12784,13731,13052,13731,5905,2022,2792,12861,4386,4599,8133,1,17900,7539,10645,4713,10603,2016,109,10404,1.0,24:21,,1610612746,LAC,LA,1626155,Sam Dekker,Sam,,,24.000000:21,89.6,88.9,74.7,75.0,14.8,13.9,0.063,0.5,11.1,0.036,0.241,0.14,22.2,0.833,0.776,0.129,0.132,104.26,104.46,87.05,54,0.198,20.0
1,542,542,2017-18,1626155,Sam Dekker,Sam,1610612746,LAC,LA Clippers,21701212,2018-04-09T00:00:00,LAC vs. NOP,L,23.14,3,5,0.6,0,0,0.0,1,2,0.5,2,5,7,3,1,0,0,1,3,1,7,19,18.9,0,0,17.0,1,13054,13054,13054,13409,12053,16430,5255,12784,18958,12784,10216,7582,10590,2736,4562,3855,5723,9095,12224,8133,17404,17900,12172,14463,1184,12872,2016,109,13422,1.0,23:08,,1610612746,LAC,LA,1626155,Sam Dekker,Sam,,,23.000000:08,122.4,124.5,86.8,89.4,35.6,35.1,0.125,3.0,30.0,0.091,0.167,0.135,10.0,0.6,0.595,0.125,0.128,101.89,99.57,82.97,49,0.087,20.0
2,813,813,2017-18,1626155,Sam Dekker,Sam,1610612746,LAC,LA Clippers,21701191,2018-04-07T00:00:00,LAC vs. DEN,L,3.966666666666667,1,3,0.333,0,0,0.0,0,0,0.0,1,0,1,0,0,1,0,0,0,0,2,1,6.2,0,0,5.0,1,13054,13054,13054,24787,19115,20118,17065,12784,18958,12784,13731,14642,13731,5905,22415,19703,18867,16820,4599,8133,1,1,18674,21168,11054,21910,2016,109,22345,1.0,3:58,,1610612746,LAC,LA,1626155,Sam Dekker,Sam,,,3.000000:58,145.3,125.0,128.6,112.5,16.8,12.5,0.0,0.0,0.0,0.333,0.0,0.167,0.0,0.333,0.333,0.273,0.304,83.98,96.81,80.67,8,0.079,23.0
3,1097,1097,2017-18,1626155,Sam Dekker,Sam,1610612746,LAC,LA Clippers,21701179,2018-04-05T00:00:00,LAC @ UTA,L,14.333333333333334,4,6,0.667,0,0,0.0,0,0,0.0,2,1,3,0,0,0,0,1,1,0,8,4,11.6,0,0,11.0,1,13054,13054,13054,20411,9019,14536,3072,12784,18958,12784,13731,14642,13731,2736,17844,12541,18867,16820,12224,8133,17404,5153,18674,13058,8276,18328,2016,109,18043,1.0,14:20,,1610612746,LAC,LA,1626155,Sam Dekker,Sam,,,14.000000:20,127.1,122.2,108.4,111.5,18.7,10.7,0.0,0.0,0.0,0.167,0.1,0.136,0.0,0.667,0.667,0.188,0.2,88.28,88.74,73.95,27,0.13,10.0
4,2133,2133,2017-18,1626155,Sam Dekker,Sam,1610612746,LAC,LA Clippers,21701137,2018-03-30T00:00:00,LAC @ POR,L,3.566666666666667,1,2,0.5,0,1,0.0,1,2,0.5,0,1,1,0,0,0,0,0,0,1,3,7,4.2,0,0,4.0,1,13054,13054,13054,24934,19115,21901,8363,12784,15030,12784,10216,7582,10590,12711,17844,19703,18867,16820,12224,8133,1,1,12172,20013,5918,23143,2016,109,22951,1.0,3:34,,1610612746,LAC,LA,1626155,Sam Dekker,Sam,,,3.000000:34,154.6,150.0,71.4,71.4,83.2,78.6,0.0,0.0,0.0,0.0,0.333,0.2,0.0,0.5,0.521,0.333,0.387,99.32,100.93,84.11,8,0.143,11.0
5,2303,2303,2017-18,1626155,Sam Dekker,Sam,1610612746,LAC,LA Clippers,21701122,2018-03-28T00:00:00,LAC @ PHX,W,7.25,1,2,0.5,0,0,0.0,0,0,0.0,1,4,5,0,1,0,1,1,0,0,2,-10,10.0,0,0,9.0,1,1,1,1,23582,19115,21901,8363,12784,18958,12784,13731,14642,13731,5905,6671,7090,18867,9095,12224,2512,17404,1,18674,21168,21382,19456,2016,109,19576,1.0,7:15,,1610612746,LAC,LA,1626155,Sam Dekker,Sam,,,7.000000:15,45.3,35.0,96.4,94.4,-51.0,-59.4,0.0,0.0,0.0,0.1,0.333,0.227,33.3,0.5,0.5,0.13,0.163,109.51,125.79,104.83,20,0.217,8.0
6,2453,2453,2017-18,1626155,Sam Dekker,Sam,1610612746,LAC,LA Clippers,21701115,2018-03-27T00:00:00,LAC vs. MIL,W,7.2,1,1,1.0,1,1,1.0,1,2,0.5,0,0,0,0,0,0,0,0,1,1,4,9,4.0,0,0,5.0,1,1,1,1,23595,19115,23497,1,6911,15030,1,10216,7582,10590,12711,22415,23339,18867,16820,12224,8133,1,5153,12172,18469,4713,23294,2016,109,22345,1.0,7:12,,1610612746,LAC,LA,1626155,Sam Dekker,Sam,,,7.000000:12,126.9,125.0,67.4,64.7,59.5,60.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.064,0.118,0.127,106.93,110.0,91.67,16,0.075,22.0
7,2767,2767,2017-18,1626155,Sam Dekker,Sam,1610612746,LAC,LA Clippers,21701097,2018-03-25T00:00:00,LAC @ TOR,W,3.216666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,-2,-1.0,0,0,0.0,1,1,1,1,25089,22697,24957,22697,12784,18958,12784,13731,14642,13731,12711,22415,23339,18867,9095,12224,8133,1,1,18674,23334,14288,26003,2016,109,25272,1.0,3:13,,1610612746,LAC,LA,1626155,Sam Dekker,Sam,,,3.000000:13,116.7,116.7,153.1,150.0,-36.4,-33.3,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.125,0.125,88.64,89.53,74.61,6,-0.083,8.0
8,3208,3208,2017-18,1626155,Sam Dekker,Sam,1610612746,LAC,LA Clippers,21701078,2018-03-23T00:00:00,LAC @ IND,L,8.9,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,1,1,2,0,3.2,0,0,3.0,1,13054,13054,13054,23037,19115,21901,8363,12784,18958,12784,13731,14642,13731,12711,17844,19703,18867,16820,12224,8133,1,5153,12172,21168,12059,23609,2016,109,23594,1.0,8:54,,1610612746,LAC,LA,1626155,Sam Dekker,Sam,,,8.000000:54,89.5,88.2,83.3,78.9,6.2,9.3,0.0,0.0,0.0,0.0,0.067,0.045,0.0,0.5,0.5,0.118,0.119,93.73,97.08,80.9,17,0.043,8.0
9,3433,3433,2017-18,1626155,Sam Dekker,Sam,1610612746,LAC,LA Clippers,21701070,2018-03-21T00:00:00,LAC @ MIL,W,12.148333333333332,2,2,1.0,0,0,0.0,2,2,1.0,1,1,2,1,0,0,0,0,1,1,6,-6,9.9,0,0,9.0,1,1,1,1,21678,15444,21901,1,12784,18958,12784,5999,7582,1,5905,17844,16012,12861,16820,12224,8133,1,5153,12172,15609,18335,19507,2016,109,19576,1.0,12:09,,1610612746,LAC,LA,1626155,Sam Dekker,Sam,,,12.000000:09,106.6,116.0,132.4,134.6,-25.8,-18.6,0.111,0.0,25.0,0.077,0.091,0.083,0.0,1.0,1.042,0.094,0.096,105.97,100.75,83.96,25,0.121,8.0
