,Unnamed: 0.1,Unnamed: 0_left,SEASON_YEAR,PLAYER_ID_left,PLAYER_NAME_left,NICKNAME_left,TEAM_ID_left,TEAM_ABBREVIATION_left,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN_left,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,NET_RANKING,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,Unnamed: 0
0,102,102,2006-07,200771,Sergio Rodriguez,Sergio,1610612757,POR,Portland Trail Blazers,20601228,2007-04-18T00:00:00,POR vs. GSW,L,23.985,3,7,0.429,0,3,0.0,1,2,0.5,0,0,0,7,4,1,0,0,1,1,7,-3,16.5,0,0,16.0,1,12467,12467,12467,12775,10910,11438,12369,7913,4736,7913,11094,8848,10900,13399,20642,21832,1180,1012,4311,7149,1,4150,12889,13066,15010,13240,2110,33,12673,,23:59,,1610612757,POR,Portland,200771,Sergio Rodriguez,Sergio,,,23.000000:59,99.9,98.1,105.0,105.8,-5.0,-7.7,0.467,1.75,36.8,0.0,0.0,0.0,21.1,0.429,0.444,0.2,0.207,104.51,105.07,87.55,53,0.053,18.0
1,445,445,2006-07,200771,Sergio Rodriguez,Sergio,1610612757,POR,Portland Trail Blazers,20601209,2007-04-16T00:00:00,POR @ UTA,L,22.216666666666665,2,6,0.333,1,3,0.333,1,2,0.5,0,0,0,1,3,0,0,0,1,2,6,-30,4.5,0,0,8.0,1,12467,12467,12467,13945,13865,13023,15687,3925,4736,5256,11094,8848,10900,13399,20642,21832,11213,2385,11383,7149,1,4150,8655,14046,25031,21088,2110,33,18288,,22:13,,1610612757,POR,Portland,200771,Sergio Rodriguez,Sergio,,,22.000000:13,92.7,93.0,168.3,159.1,-75.6,-66.1,0.083,0.33,9.1,0.0,0.0,0.0,27.3,0.417,0.436,0.213,0.217,91.56,93.98,78.32,43,-0.02,7.0
2,790,790,2006-07,200771,Sergio Rodriguez,Sergio,1610612757,POR,Portland Trail Blazers,20601193,2007-04-14T00:00:00,POR vs. SEA,W,18.96,3,6,0.5,1,2,0.5,2,2,1.0,1,3,4,4,0,0,0,1,0,4,9,14,19.8,0,0,18.0,1,1,1,1,16053,10910,13023,7647,3925,6789,2568,7129,8848,1,6978,8412,8939,3671,17006,11383,7149,16867,1,3643,10791,2165,11120,2110,33,11365,,18:58,,1610612757,POR,Portland,200771,Sergio Rodriguez,Sergio,,,18.000000:58,130.3,140.0,106.3,100.0,24.0,40.0,0.308,0.0,36.4,0.056,0.125,0.095,0.0,0.583,0.654,0.163,0.161,89.27,88.61,73.84,35,0.241,18.0
3,968,968,2006-07,200771,Sergio Rodriguez,Sergio,1610612757,POR,Portland Trail Blazers,20601186,2007-04-13T00:00:00,POR @ LAC,L,20.316666666666663,3,5,0.6,1,1,1.0,1,2,0.5,1,0,1,1,0,2,0,0,2,1,8,-13,16.7,0,0,15.0,1,12467,12467,12467,15213,10910,14684,4745,3925,9386,1,11094,8848,10900,6978,20642,18259,11213,17006,1479,7149,1,9414,12889,11777,22492,13095,2110,33,13396,,20:19,,1610612757,POR,Portland,200771,Sergio Rodriguez,Sergio,,,20.000000:19,101.6,100.0,138.7,130.0,-37.2,-30.0,0.077,0.0,14.3,0.056,0.0,0.033,0.0,0.7,0.68,0.14,0.142,89.64,93.32,77.77,39,0.078,7.0
4,1201,1201,2006-07,200771,Sergio Rodriguez,Sergio,1610612757,POR,Portland Trail Blazers,20601172,2007-04-11T00:00:00,POR vs. HOU,L,8.616666666666667,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,2,1,0,0,0,0,0,0,-5,3.2,0,0,3.0,1,12467,12467,12467,21379,20848,21749,20848,7913,9386,7913,14315,15277,14315,13399,15940,18259,7729,9671,11383,7149,1,1,18405,21732,17099,21922,2110,33,21819,,8:37,,1610612757,POR,Portland,200771,Sergio Rodriguez,Sergio,,,8.000000:37,121.0,112.5,158.4,143.8,-37.4,-31.3,0.25,2.0,50.0,0.0,0.167,0.091,25.0,0.0,0.0,0.125,0.134,81.89,89.13,74.27,16,0.028,18.0
5,1594,1594,2006-07,200771,Sergio Rodriguez,Sergio,1610612757,POR,Portland Trail Blazers,20601151,2007-04-09T00:00:00,POR @ SAS,L,13.25,4,6,0.667,1,1,1.0,0,0,0.0,0,0,0,0,1,0,0,0,3,0,9,-11,8.0,0,0,10.0,1,12467,12467,12467,19241,8223,13023,2857,3925,9386,1,14315,15277,14315,13399,20642,21832,16786,9671,11383,7149,1,14974,18405,10791,21536,18877,2110,33,16868,,13:15,,1610612757,POR,Portland,200771,Sergio Rodriguez,Sergio,,,13.000000:15,97.2,95.7,137.3,132.0,-40.1,-36.3,0.0,0.0,0.0,0.0,0.0,0.0,14.3,0.75,0.75,0.292,0.296,84.55,86.94,72.45,23,0.069,6.0
6,1845,1845,2006-07,200771,Sergio Rodriguez,Sergio,1610612757,POR,Portland Trail Blazers,20601140,2007-04-07T00:00:00,POR @ DAL,L,25.976666666666667,3,6,0.5,1,3,0.333,0,0,0.0,2,1,3,4,3,2,0,0,2,0,7,-9,19.6,0,0,19.0,1,12467,12467,12467,11422,10910,13023,7647,3925,4736,5256,14315,15277,14315,3553,15940,11573,3671,2385,1479,7149,1,9414,18405,13066,20323,11227,2110,33,10701,,25:59,,1610612757,POR,Portland,200771,Sergio Rodriguez,Sergio,G,,25.000000:59,84.5,82.0,99.0,98.0,-14.5,-16.0,0.286,1.33,30.8,0.071,0.053,0.064,23.1,0.583,0.583,0.164,0.168,91.47,93.31,77.76,50,0.104,3.0
7,2076,2076,2006-07,200771,Sergio Rodriguez,Sergio,1610612757,POR,Portland Trail Blazers,20601130,2007-04-06T00:00:00,POR @ HOU,W,15.816666666666666,2,5,0.4,1,2,0.5,0,0,0.0,0,1,1,2,2,0,0,0,0,1,5,-6,7.2,0,0,9.0,1,1,1,1,17861,13865,14684,13414,3925,6789,2568,14315,15277,14315,13399,15940,18259,7729,5018,11383,7149,1,1,12889,15505,17991,19352,2110,33,17591,,15:49,,1610612757,POR,Portland,200771,Sergio Rodriguez,Sergio,,,15.000000:49,71.7,74.1,100.2,100.0,-28.4,-25.9,0.333,1.0,22.2,0.0,0.063,0.03,22.2,0.5,0.5,0.233,0.242,81.7,80.42,67.02,27,0.098,6.0
8,2383,2383,2006-07,200771,Sergio Rodriguez,Sergio,1610612757,POR,Portland Trail Blazers,20601117,2007-04-04T00:00:00,POR vs. UTA,W,17.816666666666666,2,4,0.5,0,2,0.0,1,1,1.0,0,3,3,4,5,0,0,0,1,1,5,-1,9.6,0,0,12.0,1,1,1,1,16719,13865,16467,7647,7913,6789,7913,11094,13961,1,13399,8412,11573,3671,388,11383,7149,1,4150,12889,15505,12749,17767,2110,33,15412,,17:49,,1610612757,POR,Portland,200771,Sergio Rodriguez,Sergio,,,17.000000:49,92.4,97.0,106.9,103.1,-14.5,-6.2,0.4,0.8,30.8,0.0,0.2,0.107,38.5,0.5,0.563,0.25,0.246,88.26,87.56,72.97,33,0.068,20.0
9,2888,2888,2006-07,200771,Sergio Rodriguez,Sergio,1610612757,POR,Portland Trail Blazers,20601087,2007-03-31T00:00:00,POR vs. LAC,L,20.083333333333332,1,3,0.333,0,1,0.0,0,0,0.0,1,1,2,5,2,0,0,0,3,0,2,-10,9.9,0,0,9.0,1,12467,12467,12467,15360,17157,18204,15687,7913,9386,7913,14315,15277,14315,6978,15940,14677,2508,5018,11383,7149,1,14974,18405,19134,20973,17567,2110,33,17591,,20:05,,1610612757,POR,Portland,200771,Sergio Rodriguez,Sergio,,,20.000000:05,91.4,92.1,117.2,121.6,-25.8,-29.5,0.5,2.5,50.0,0.048,0.091,0.063,20.0,0.333,0.333,0.114,0.118,91.63,89.63,74.69,38,0.021,17.0
